sampleId,read1,read2
LTBI025,/mnt/lustre/groups/HEAL1360/CU_WGS_Jun2024/LTBI025/V350238011_L03_81_1.fq.gz,/mnt/lustre/groups/HEAL1360/CU_WGS_Jun2024/LTBI025/V350238011_L03_81_2.fq.gz
